distance (nm),number_prob_density
-3.99828,0.27172741646009624
-3.83509,0.27244018363163325
-3.67189,0.2735958098178383
-3.5087,0.26828346699247696
-3.3455,0.2577314993160562
-3.18231,0.23593641564890266
-3.01911,0.2036227752664942
-2.85592,0.1682720130024264
-2.69272,0.14093791606749254
-2.52953,0.13110631491848174
-2.36633,0.1406608016248821
-2.20314,0.16714259149164537
-2.03994,0.1897513303307189
-1.87674,0.1707804555574034
-1.71355,0.10932249926176059
-1.55035,0.04736842294864999
-1.38716,0.012711940457607401
-1.22396,0.0023519285798374234
-1.06077,0.00016944860292897085
-0.897574,0.0
-0.734378,0.0
-0.571183,0.0
-0.407988,0.0
-0.244793,0.0
-0.0815976,0.0
0.0815976,0.0
0.244793,0.0
0.407988,0.0
0.571183,0.0
0.734378,0.0
0.897574,0.0
1.06077,0.00016944860292897085
1.22396,0.0023519285798374234
1.38716,0.012711940457607401
1.55035,0.04736842294864999
1.71355,0.10932249926176059
1.87674,0.1707804555574034
2.03994,0.1897513303307189
2.20314,0.16714259149164537
2.36633,0.1406608016248821
2.52953,0.13110631491848174
2.69272,0.14093791606749254
2.85592,0.1682720130024264
3.01911,0.2036227752664942
3.18231,0.23593641564890266
3.3455,0.2577314993160562
3.5087,0.26828346699247696
3.67189,0.2735958098178383
3.83509,0.27244018363163325
3.99828,0.27172741646009624
